id,name,category,rating,url,description
wxcd519de4a6865c13,普陀全民票务中心,Mini Program,,,舟山普陀文化发展有限公司智慧场馆系统，提供场地预定等综合服务，是体育训练及举办运动赛事的不二选择。
wxd211f1d4c09cb142,景中智能数学实验室,Mini Program,,,景中智能数学实验室，让你学好数学，爱上数学！以自主知识产权智能动态数学教育软件网络画板为内核。中科院张景中院士主持开发。
wx8390cdd515d6892b,景悦电影院,Mini Program,,,享受生活，享受电影
wxc6e911eb76bb3c38,景点台球郴州市火车站店,Mini Program,,,安静悠闲舒适的环境，欢迎光临！
wxe1bff89b53a7428a,景谷光谷电影院,Mini Program,,,查看每日影讯，绑定会员，现线选座
wxe74a1921605f2b6d,景霏法律咨询,Mini Program,,,上海景霏法律咨询有限公司致力于为投资者提供更专业、更便捷、更高效的全流程维权服务。
wx8178bfd4e5a14517,晴天心理学刷题,Mini Program,,,晴天心理学考研刷题背诵小程序，10W+心理学考研人都在用！提供考点刷题和考点背诵两大功能，嘎嘎好用！
wx1f7db0cf2aeaa9aa,晴朗宝贝母婴服务平台,Mini Program,,,主营婴童服务的综合母婴平台 注册用户2万多家 以客户为中心 最好的服务 最低的价格为公司宗旨 打造出最受客户信赖的母婴服务平台
wxf9e47d6f9ac34358,晶速通水晶电商服务平台,Mini Program,,,东海水晶城线上官方渠道，天然水晶一站式采购。正品保障、品质可控，源头直采价更优，随时随地解锁水晶之美。
wx98c61a0dfe0f87f8,智与睡眠,Mini Program,,,小程序商城
wx68f10ce4c5f81950,智为云学习,Mini Program,,,智为云学习，学员练题
wx2747a689ba524977,智享六觉睡眠健康管理,Mini Program,,,融合现代科技与东方禅养、古中医智慧，依托自研疗愈体系与数字化平台，提供定制化睡眠康养服务，深耕精准睡眠健康管理。
wx583e77f21d69052a,智享相册-照片共享,Mini Program,,,智享图册是一款专注活动照片共享的应用，适用于赛事、研学、夏令营、团建、企业活动、商展、婚礼、亲子成长等各种活动照片共享
wx6a55d70596292b5c,智享睡眠,Mini Program,,,顾家智能床小程序
wxa8c52060a6dbd478,智付支付平台,Mini Program,,,智付支付，为客户提供支付渠道。
wx69a0da3eed7662db,智优言科技,Mini Program,,,提供西南航空专修学院热水服务
wx0c0ff097756fc774,智多星饮品,Mini Program,,,购买饮用水
wxe57511cb0fcbcf27,智好味智能菜谱,Mini Program,,,智好味菜谱管理后台
wxc76a09012d289c1a,智安云企业自主双控管理,Mini Program,,,用于企业安全生产管理和隐患排查
wx9b250380771a1a4c,智小厨小碗菜,Mini Program,,,通过小程序浏览餐厅的菜单，选择心仪的菜品，并直接在线下单。节省了顾客的时间，可以随时来即开吃
wxbb517fcab4d12f70,智尚科技公司,Mini Program,,,中粮智尚科技有限公司专注于智慧零售、无人零售及该领域的产品服务。运营商品包含：可口可乐旗下饮料、中粮旗下商品。
wx8d4e2fe27b95585c,智己汽车,Mini Program,,,智己汽车是一家全新的用户型汽车科创公司，全球首创未来公司企业形态，致力于成为“智能时代出行变革的实现者”
wxe495f65f7be71e94,智影相机,Mini Program,,,上传头像照片，一键制作高级感写真照片，解锁你的高光时刻！
wx1b7f9d400a247e67,智慧乡村金融综合服务平台,Mini Program,,,服务乡村振兴
wx573195e6c4a71bcc,智慧云停车管家,Mini Program,,,云停车管家为车场管理提供便捷服务，便于车场数据登记、查询、汇总、提供远程操作、缴费放行
wxa5d456087857e8b3,智慧云停车系统,Mini Program,,,智慧停车打造一站式数字智能停车服平台
wx3af360472553f726,智慧体育运动,Mini Program,,,智慧体育运动平台，与学校平台对接，实现课外锻炼、体质测试、体育教学、理论考试、场馆预约、校园赛事、体育大数据一体化服务
wx28b13ec9bf729918,智慧健身助手,Mini Program,,,健身场馆会员约课、签到、消课、在线购卡好助手！
wxef0d1b340aefabf8,智慧儿医,Mini Program,,,河北省儿童医院、河北省第五人民医院、河北省儿童医院互联网医院
wx41502e33a23b86b5,智慧南山视频门禁,Mini Program,,,智慧南山视频门禁平台对居住人员进行实名登记，判别身份证有效性，完成居住申报的居住人员业主审核授权后即可使用手机开门。
wxf80f040440582832,智慧安防管理服务,Mini Program,,,智慧安防管理服务
wx33123d2ce91c0d5c,智慧定位导航,Mini Program,,,智慧定位导航、蓝牙定位、室内导航、室内外一体化定位导航
wx7a050f3e7cf98c68,智慧客商管理Pro,Mini Program,,,智慧客商管理Pro
wxac8e8608652ba09c,智慧托管课后服务,Mini Program,,,智慧托管
wx59d9e4cf710d213c,智慧教育缴费,Mini Program,,,“智慧教育缴费”为宁乡市各学校学生家长提供便捷的学杂费缴纳服务，输入学生信息进行绑定即可快速在线完成费用缴纳。
wx33610e59700ddf8b,智慧树学习中心,Mini Program,,,智慧树网隶属于上海卓越睿新数码科技股份有限公司，是全球大型的学分课程运营服务平台。
wx4ee17ea5040706af,智慧水电管理,Mini Program,,,专注物联网管理平台系统服务。
wx75c23b567543e422,智慧睡眠,Mini Program,,,用于控制公司的智能产品
wx8b74e4ba67034193,智慧睡眠管家,Mini Program,,,AI帮您解决睡眠问题
wx184ecfa83598bd06,智慧知轮客户版,Mini Program,,,服务于智慧有屏终端使用
wx27ecaeac859ba8c2,智慧窗校园设备管理运维系统,Mini Program,,,这是一套校园智能设备的移动端管控系统，实现了对智能交互平板、智慧黑板等校园信息化设备的远程管理、故障告警、数据统计等功能
wxba9ff8a4a8a01643,智景腾睡眠,Mini Program,,,智景，让您的睡眠更安心。
wx6d4e4c368fd9ae3e,智校云视频电话,Mini Program,,,用于家长和学生的家校沟通
wxdddf29465f13f2b7,智清去水印工具,Mini Program,,,原 视频去水印免费工具，永久免费使用，批量去水印，短视频MD5修改
wxa1832d58bcad09ef,智火约课管理端,Mini Program,,,约课小程序、会员管理系统，高效管理课程预约、场地预定、会员营销、智慧经营。
wxaed0d7b96317eb4c,智牛股票小助手,Mini Program,,,智牛股票直播专用
wx81abf18025c2f9fb,智盛餐饮,Mini Program,,,广东智盛信泰健康产业集团有限公司订餐平台
wx312ac246e13c9104,智税监督税务端,Mini Program,,,内蒙古自治区税务局为加强对权力监督，积极发动群众监督，上线“税务e监督”智税平台实行“一人一 码”“下户扫码”监督和举报
wx0949b2eb9c523189,智算AI引擎,Mini Program,,,所有行业都能用AI重塑
wx2ab9dd0f165a8944,智管兴义小程序,Mini Program,,,倾听民众呼声、回应市民期盼、热情服务人民，小程序通过收集问题、系统派遣、结果反馈，实现城市问题“闭环式”管理。
wxb7718fb9257e4fd2,智联招聘丨招聘求职找工作,Mini Program,,,"智联招聘为求职者匹配海量全职/兼职/实习岗位；为企业提供网络招聘,校园招聘,猎头,人事外包服务,招聘找工作兼职兼职兼职兼职"
wx17102223f3da8045,智联招聘企业版 I 选简历招人才,Mini Program,,,智联招聘企业版，HR人事BOSS免费发职位找简历，为单位/大厂/人力资源/猎头/公司提供招聘服务，销售会计互联网老师应届实习全职兼职
wx57fc9a561d49dc45,智联政企招聘,Mini Program,,,智联招聘，更懂你的价值。邀请亲朋好友为你送上暖心评价，用对你的点赞和推荐打动HR拿到心动好Offer。
wx08e25a163d60852c,智联校园一名企校招实习找工作,Mini Program,,,智联招聘校招小程序，专为有智青年打造！面向大学生提供海量校招全职、实习、兼职岗位，涵盖央企、国企、500 强等名企资源，高效求职不踩坑，轻松锁定心动 Offer！更有免费简历模板限时领取，求职路上快人一步～
wx8e04356c6ccadeb8,智聘AI就业助手,Mini Program,,,一款专为求职者设计的智能招聘服务平台
wxf43080c16a4449e1,智能体 人工智能AI,Mini Program,,,在这里你可以体验到最前沿的人工智能科技AI
wx086fd16ba739073d,智能保险顾问,Mini Program,,,开放问答、风险测评、疾病测评、保险定制、保险解析等一站式智能保险顾问
wx4b8e2ebfaca9339a,智能图片编辑,Mini Program,,,超强图片编辑工具：图片裁剪、电影台词拼接，图片加水印文字、拼接相框长图、头像表情包制作、操作简单智能高效做最好用的图片编辑器
wx20605b1322300026,智能小诺,Mini Program,,,内部小程序
wxe37ffe2861d18191,智能的导航,Mini Program,,,本小程序用于商场智能导航
wx98ddcb026032d214,智能直播工具,Mini Program,,,AI直播智能体应用，OpenClaw龙虾直播，AI直播带货数字人，Ai直播带货是怎么操作的，ai直播机器人搭建教程，ai直播怎么操作，无人直播，无人直播带货怎么操作，无人直播搭建教程，无人直播现在还能做吗，无人直播带货靠谱吗，AI直播工具箱
wx5291f0959b9b9d06,智能睡眠管家,Mini Program,,,自动量化睡眠质量，实时监测心率、呼吸、离床等生命体征，提供个性化健康改善建议。家庭成员间分享数据，异常远程通知，呵护家人安全。
wxb07d8e0a5460685b,智能视觉AI柜,Mini Program,,,电商平台-电商平台
wx45d07170277d2bff,智航-外地车在京导航,Mini Program,,,外地车在京地图导航，进京证自动续签，进京证相关政策查询，目的地附近摄像头分布搜索，全域摄像头地图分布查询，自动规划路线避让，一键分享收藏，实时导航语音播报，外地车的一站式出行服务
wxfb7abddf4b3535a1,智行云实时公交查询,Mini Program,,,实时公交查询
wx344588771fcbfc1b,智行停车,Mini Program,,,襄阳城市停车，为车主们提供畅通无阻的无卡停车服务，自动计算停车时长，自动完成停车付费，急速出入，不等待，不找零。
wx736e8116984f4a16,智行旅游交通出行,Mini Program,,,用于长白山景区内的专车服务，为客户提供专属的出行服务。
wx68dc39fb85fe30a4,智行旅行特价酒店火车票机票,Mini Program,,,一站式出行预订平台，酒店、机票、火车票、门票预定
wxbd33b0cfa7cda030,智行火车出行平台,Mini Program,,,一站式出行预订平台，火车票、机票、酒店和门票预订。火车票购票神器，采用双通道购票：候补票＋24小时余票监控。出行更快更省心
wx76dcd806f382ec8e,智行火车票特价机票酒店汽车,Mini Program,,,你的一站式出行预订平台，火车票、机票、酒店和门票预订。火车票购票神器，采用双通道购票：候补票＋24小时余票监控。让你出行更快更省心
wx16ee5d2bd483c4f4,智行订汽车火车票机票酒店门票,Mini Program,,,智行官方小程序，用于订火车票，汽车票，机票，门票，酒店等业务。官方app：智行火车票，更多出行福利等你来挖掘！
wx382012adfc7740d6,智趣屋编程课堂,Mini Program,,,智趣屋编程课堂
wx583cacdb519f8200,智选租时代客户端,Mini Program,,,深圳租时代科技有限公司旗下品牌“智选租时代”智能手机零售、租赁一站式服务平台
wx7be9692666093761,智通人才丨招聘求职找工作,Mini Program,,,智通人才网，汇集最新招聘信息，人才求职找工作优选招聘平台。提供全职、兼职、暑假工、校园招聘、临时工等招聘岗位，招聘信息实时更新。
wx8b52192373c756ef,智采先卖,Mini Program,,,易加店通过自助研发易加盒子助力于夫妻便利店主。轻松接入，开启“开店如此简单的新纪元”
wx5b0cb4a20efe639e,智钓天气,Mini Program,,,钓鱼天气预报，实时钓鱼天气、气压、潮汐、鱼情指数查询，专业钓鱼佬出钓助手，精准野钓天气预测。
wxbd00bd1982b825c9,智马民宿,Mini Program,,,智马民宿是专注于高端公寓民宿托管的专业服务商，致力于为业主提供一站式民宿运营解决方案。
wx2a6bc09ab2c83bd1,智马达汽车,Mini Program,,,智马达有限公司考勤，smart考勤系统
wx3d691160ca09460b,暖新闻,Mini Program,,,政务+商务+服务
wx456c6a8defc8831a,暖通营销,Mini Program,,,海尔暖通营销内容库
wx51c292a33039a16e,暖食美食店,Mini Program,,,暖食美食店
wxbb6454fbdaca7e38,暗区突围工具箱,Mini Program,,,欢迎来到暗区突围官方小程序
wx7780d11a25e0638b,暨创汇基金,Mini Program,,,暨创汇基金投资人服务平台
wx29c07f3d7e16235e,暴风袋鼠24h自助健身,Mini Program,,,推动健身行业变得简单纯粹，通过技术方案为1-3公里社区范围内市民提供一个，不推销，不打扰的24小时健身房。这是为提高国民身体素质而带来的一场改变。
wxbf56e00059233476,暾直播,Mini Program,,,南京大学终身教育智慧服务平台——会议系统
wxe9949aa267921c5c,曜晖教育,Mini Program,,,PMP考试题库！
wxb5c6d9bcfb92b29d,曲交出行,Mini Program,,,曲靖市交通出行服务提供
wxffae69a01d87c077,曲靖市住房公积金,Mini Program,,,曲靖市住房公积金小程序
wx5c0c633989720bf6,曹快聘丨求职招聘找工作,Mini Program,,,曹县本地找工作，招人才，就上曹快聘！为每一个求职者提供优质的招聘信息，为每一家企业提供专业的招聘渠道！
wxe9617ab1feb5f0ca,曹操出行 I 打车快车专车,Mini Program,,,更好的打车网约车叫车出行平台，提供超性价比的专车、快车、出租车、豪华车叫车、预约用车服务。卓越的服务品质，超优惠的价格。
wx3aacf5563e6d6993,曼巴特购物广场,Mini Program,,,曼巴特购物广场小程序，欢迎您的加入与互动。
wx12cec0112dcc32f2,最强小汽车,Mini Program,,,组装小汽车，一起来比赛！
wx0dde0a13f98fe079,最强飞机,Mini Program,,,开局一个机场，你能搞明白如何开飞机吗？
wx6dada7b6e4f38e88,最美天气官方,Mini Program,,,最美天气为您提供贴心的天气预报服务
wx0663c6a4d50ec9f1,最难跑步,Mini Program,,,锻炼手脚协调，每天都要运动一下哦
wx5a22057f15e5a092,月下茶白,Mini Program,,,中国人饮茶历来就有“客来敬茶”的文明和礼貌。品茶，也带有神思遐想和领略饮茶雕塑情趣之意，我们坚持“原叶茶”加“真鲜奶”0奶精0香精。以向世界展示中国传统文化的魅力和健康茶饮。茶香与月色的结合，我们对品质的追求和对顾客的尊重好比李白对月的执着
wx9e25f98d28ef5aba,月华文阁,Mini Program,,,你拒绝不了的小说
wxae227b4b013f0759,月夏茶寮瓦煲饮品,Mini Program,,,月夏茶寮瓦煲手作
wx49aecc425182df36,月鹿校园,Mini Program,,,面向学校、老师、家长和学生之间的智慧校园，实现通知、作业、课程、留言、考勤、请假等信息的传递与互动。
wx6d16fc1cee8c9aa3,有咖啡,Mini Program,,,每天，有咖啡
wxd3f5522cb00a9e74,有啥做啥菜谱,Mini Program,,,输入家里现有食材，一键生成可做菜谱，告别选择困难，每天吃饭不纠结！
wx101545fa33d2a1e5,有家装饰客户服务平台,Mini Program,,,有家装饰客户监工平台，为客户展示有家公司、产品、案例等信息；为签单客户展示本人装修工地动态、服务人员、合同款项等信息。
wx839ab821b194d9d0,有戏安徽票务服务,Mini Program,,,安徽演艺集团旗下剧院演出荟萃，为您奉上精彩艺术盛宴
wxa3078850e2b1e26e,有戏工具好选,Mini Program,,,小程序主要提供一些实用的小工具给用户免费使用
wxf26dc89f4911301a,有智课程,Mini Program,,,家庭教育平台
wx2bf5f92bdad27d63,有滴出行,Mini Program,,,有滴出行提供更安全、更专业的出行选择，让你的每次出行都能更加舒心，包括：打车、拼车、顺风车、共享后备箱等一站式出行服务。
wxe8415793f414199f,有生之颜官方商城,Mini Program,,,有生之颜
wx08a8fbcb8c830eea,有道考研数学,Mini Program,,,有道出品的考研数学备考小程序，包含拍搜、海量题库、分步解析、智能错题本等多项功能。
wxf22b57baca03a99e,有邻水印相机,Mini Program,,,有邻水印相机为有邻养老行业服务相机，具有专属的行业防伪水印功能
wx2adfe5f3a0190b8e,有量菜谱,Mini Program,,,给您有份量的菜谱，做有分量的平台！
wxafdd0bcbc59ba658,服装制衣汇丨求职招聘,Mini Program,,,"服装制衣招工平台,专注服装制衣行业招工信息发布的平台，包含服装制衣招工，制衣厂转让，订单外发等,服装招工网,服装外发,裁片外发,制衣找工作,制衣人才网,服装人才网,服装招聘网"
wxbb0db81ba41839fd,朗科娱乐管理系统,Mini Program,,,朗科管理系统小程序
wxc6c3007778a2f34f,朝林松源酒店,Mini Program,,,朝林松源酒店以精致典雅的环境和细致周到的服务，为宾客提供尊贵感受，愿宾客的每一次入住都成为难以忘怀的美好回忆。
wxcf1fb6afdcf4e93b,朝阳市中心医院,Mini Program,,,为患者提供，挂，缴，查服务
wx34514dea2b7f86bc,木一运动,Mini Program,,,木一运动
wx6c404e11cf4fc63e,木兮自助民宿,Mini Program,,,木兮自助民宿
wx9407230996f47b12,木兰围场公交,Mini Program,,,乘客便捷乘车
wxc9125bda9cf209d7,木兰锦会员服务,Mini Program,,,木兰锦会员服务小程序，为用户提供门店打卡、会员积分累计、积分查询、积分兑换及会员权益服务。
wxd3c584e6ca3832d6,木子苏民宿酒店,Mini Program,,,木子苏民宿酒店办理入住
wx865cceee3a0cdb6f,木木课程表,Mini Program,,,学生专属课程表小程序！支持课表快速查询、自定义排版、好友分享，多班级课表随心切换，课程颜色自由搭配。额外附带倒计时、纪念日、实况天气等好用小工具，一个小程序搞定校园生活。
wx38dcf38cda9b5286,木瓜餐饮,Mini Program,,,木瓜餐饮聚合小程序
wx5048ec7260c49991,木鸟民宿订酒店公寓loft别墅木屋,Mini Program,,,国内民宿公寓预订平台，别墅客栈、游轮树屋等多种房型为家庭出游、携宠出行、聚会团建，差旅求学提供更有趣的住宿选择，让去哪儿更轻松
wxd33b7c0a7aa615c6,未来15日天气,Mini Program,,,精准天气预报。天气预报24小时每小时降雨预报，天气预报7天15天30天天气查询，未来30天、40天天气查询。提供降雨提醒和台风路径查询哦
wxa70aeda3292abc19,未来30天天气,Mini Program,,,精准天气预报。天气预报24小时每小时降雨预报，天气预报7天15天30天天气查询，未来30天、40天天气查询。提供降雨提醒和台风路径查询哦
wxee11029db3b7bc65,未来40天天气,Mini Program,,,精准天气预报。天气预报24小时每小时降雨预报，天气预报7天15天30天天气查询，未来30天、40天天气查询。提供降雨提醒和台风路径查询哦
wx73aa857d2c88a71c,未美食荟,Mini Program,,,未美食荟，省疾控中心职工食堂专属餐饮服务平台。为职工提供营养健康的工作餐，用心做好每一顿饭，打造便捷、舒适的用餐体验。
wx52cea082f28e8915,未谷编程小助手,Mini Program,,,未谷编程小助手
wxf38086f863810dd9,末日火车打僵尸突围,Mini Program,,,末日 “颗秒” 盛宴！开局一把枪，升级轰尸潮，轻松当末日生存王者！解压枪战，快来试试吧~
wx5c7cff93129737a5,本元瑜伽普拉提,Mini Program,,,期待您的光临！
wx7698d09d1868d8cf,本地宝招聘,Mini Program,,,为用户提供靠谱的招聘讯息，找靠谱公司靠谱工作，就看本地宝招聘！
wx33df9e9a4be8a76a,本地相机,Mini Program,,,🔥本地水印相机免费提供考勤打卡、工地打卡、建筑工地打卡考勤、智能时间水印打卡相机、自定义地址打卡水印相机、日常工作打卡水印相机、定位水印相机。支持时间自定义、日期自定义、天气温度自定义、团队后台等水印相机打卡防伪溯源服务。
wxa2e940b127e62daf,本心科技童伴家长版,Mini Program,,,童伴家长端
wx2a32a6d73eea620b,本来生活,Mini Program,,,本来生活，给您放心的水果生鲜美食。我们涵盖了蔬菜、水果、海鲜、米面、粮油、零食、小吃、饮品、乳品、轻食、母婴等十余种类。
wx5cd53805301ee3bd,本源CRM,Mini Program,,,我司内部管理系统！
wx74dcedc2f2cd7f7b,本电出行,Mini Program,,,本电出行，为您打造安全的长续航换电平台
wx8538698d73eacaa8,本草铺中药店,Mini Program,,,本草铺中药店是来自深圳实体中药房，提供在线按方抓药，照方配药代煎中药服务，精制中药材购买的网上中药商城小程序。
wx9f260cf4628255c0,本识舞蹈木识一艺术培训学校,Mini Program,,,本识舞蹈，致力于把舞蹈带进大家的生活，让舞蹈也成为一种生活方式。
wxf6c97f764e276ea6,术SHU,Mini Program,,,术SHU
wx7ad817d89dba5c44,朱大叔柠檬茶,Mini Program,,,功夫茗茶底，手打鲜柠茶。
wx25a720891653f88e,朱富贵餐饮会员,Mini Program,,,朱富贵海鲜火锅
wx8e983ab0a77daab2,朴食健康,Mini Program,,,朴食健康服务平台
wx735b03e96578026c,机动私厨菜谱,Mini Program,,,菜谱小程序，用于查看一周家里吃什么，评价菜品质量等
wx5cae50819da11605,机器人编程心得,Mini Program,,,"没有学不会,只有努力的！！！"
wxf0b5957f7b36af69,机场通机票服务,Mini Program,,,为机场通提供票务的服务平台
wx58f9b84454782750,机票出行,Mini Program,,,提供：国内，国际特价机票查询预订平台。可轻松办理：老人，儿童，婴儿，无陪护儿童机票，团队机票申请等特殊旅客机票咨询和预订服务。
wxa2fb891dd1288d97,机票图生成器,Mini Program,,,趣味飞机票、火车票、高铁票订单截图在线生成器，过于真实，仅供娱乐。
wx52b80e6c9d37b618,机票生成器,Mini Program,,,飞机票、火车票、动车票、高铁票、网购订单、酒店预订、余额等设计模板，支持在线自行P图改字设计编辑生成下载图片，个人设计仅供娱乐。
wx50ce52a38f9cdbb8,机票神操作,Mini Program,,,甩尾机票小程序、中转弃程航班小程序、联程航班小程序、特价机票小程序，支持机票次卡、海航随心飞、海航PLUS等，可查南航、国航、东航、海航等所有航司，搜索最便宜、最省钱的机票！【早早机票小程序】
wxf5f8ce7c2e97a6a3,机票积分,Mini Program,,,机票积分
wx10e142426c50675c,机票订单生成器,Mini Program,,,娱乐机票生成器、机票订单图片制作、飞机票截图制作、机票P图、机票修改、改签机票等图片制作
wx60798baf9b6b7181,李宁运动中心,Mini Program,,,李宁赛事活动展示平台
wxaa54acd2854b0ba2,李山山茶事点单,Mini Program,,,可快速点单，在线支付，领取优惠
wx599ea0d150a958e8,李校来啦Ai英语训练,Mini Program,,,致力于提供高效且便捷的语言在线智能训练系统，“秉承科技赋能的发展理念”赋能个体实现自我价值，帮助用户提升语言能力
wxcda5d7aa358d3dba,杏林德正堂预约挂号平台,Mini Program,,,德正堂预约挂号平台
wx94a8c6f575623c31,杏花岭政务工具,Mini Program,,,太原市杏花岭区应急管理数字政务数据采集服务。
wx705867e9efcb60d8,杖剑工具,Mini Program,,,杖剑传说工具：实时赛季时间线、副本战力门槛、原初之星计算、角色经验计算、最新兑换码、委托任务副本怪物、食材地图、装备/遗物/技能/幻兽计算、遗物筛选、技能升阶碎片、技能数值查询、体力产出计算、素材秘境计算、小推车升级计算、秘宝能量计算
wx95d08023dec9437b,杜恩睡眠报告,Mini Program,,,为用户展示设备使用信息和睡眠报告
wx67cd2d2ddd1e24f3,杞县直聘网丨求职招聘找工作,Mini Program,,,杞县本地找工作，招人才，就上杞县直聘网!为求职者提供优质的招聘信息，为企业提供专业的招聘渠道!
wxd70a2e9bc383247c,条码生成器工具,Mini Program,,,条形码生成器，条形码在线生成工具、条形码批量生成、条码扫描器、条码识别、条码生成器、条形码制作扫一扫查询条形码扫码盘点扫码计件
wxa8c3f2bec1e65670,来一票电影+,Mini Program,,,来一票电影为广大观影顾客提供电影票在线选座、预订热门电影票、会员卡在线购票、会员卡在线充值等服务。
wx0e3dd3e2750df0bc,来看阅读,Mini Program,,,超全分类，更新快、不花钱！支持听书、夜间模式，阅读更轻松。点击即读，享受你的阅读时光！
wx42c14f21df9ed959,来福商城,Mini Program,,,来福商城，依托本来生活强大体系下，为员工提供福利、激励、出行服务等综合服务。
wx78ca5d136a79f2cd,杨不吃美食店,Mini Program,,,杨不吃美食店
wx64bf893b86d858c6,杨超考研数学,Mini Program,,,专注考研数学，提供考研数学基础视频与历年真题，助考研数学小白成功上岸，一战成硕！
wx902899a1ae44794b,杭叉智慧餐饮,Mini Program,,,杭叉智慧餐饮，打造数字化餐饮服务与管理平台！
wxf6171aac8ba4673e,杭州口腔医院城西院区直播中心,Mini Program,,,杭州口腔医院城西院区
wxf57452c5631b1b23,杭州地铁常乘客,Mini Program,,,欢迎加入杭州地铁“常乘客”，成为杭铁畅行者 。
wx30de982a08444ebf,杭州地铁荟,Mini Program,,,本小程序归属于杭州地铁商业经营管理有限公司，为杭铁商管公司提供线上服务。
wx313dc375ec83cce1,杭州山也摄影工作室,Mini Program,,,拍摄有趣 有爱 不浓妆艳抹 不造作的婚纱照
wxad5fba8c24751627,杭州市中医院张永华睡眠智能体,Mini Program,,,张永华名中医AI智能人
wxe687c5ebd90105e3,杭州市儿童医院,Mini Program,,,为患者提供更加高效、便捷、安全的就医服务。
wx67e654f9372b07a8,杭州市城市文明程度指数测评,Mini Program,,,杭州市城市文明程度指数测评
wxaa18abd6e037797b,杭州市萧山区衡源职业培训学校,Mini Program,,,学校主营培训业务：成人教育，养老护理员，中式烹调师，中式面点师，育婴员，公共营养师，消防设施操作员，保安证等等
wx7f7ccc63ee7507db,杭州广宏大药房,Mini Program,,,连锁药店销小票晒单管理系统
wx4b7b496b13c95fd1,杭州梦象摄影,Mini Program,,,记录时光中最美好的瞬间
wx17c9e2f20c5e388c,杭州瑞医医疗门诊部报告查询,Mini Program,,,杭州瑞医医疗健康管理中心（含未来科技城院区）体检报告查询
wxf292147bf30a188a,杭州纪田摄影工作室,Mini Program,,,纪田文化创意
wx08b325c8c5ec5426,杭州联合银行营销合伙人,Mini Program,,,营销合伙人是杭州联合银行推出的，用于客户、员工邀请别人办理产品、参与活动的综合服务平台。
wx247f7edb39556486,杭州逅璞焦点解决心理服务中心,Mini Program,,,逅璞健康咨询是专业提供心理健康服务的机构，为您提供亲子教育、婚姻家庭、个人发展、恋爱情感等困扰的心理服务及管理服务
wxabc196535f09945a,杭州附一皮肤病医院预约挂号,Mini Program,,,杭州附一皮肤病医院专科预约挂号平台，为广大皮肤病患者提供疾病科普、在线咨询、预约挂号等服务，杭州附一皮肤病专科医院专治青春痘、脱发、皮炎、湿疹、荨麻疹、疤痕、胎记等皮肤疾病。
wx0e124246cee9c999,杭绍甬城际列车预约乘车,Mini Program,,,杭绍甬城际列车预约乘车，凭身份证等有效证件原件进站乘车
wx55b73cbca493bed7,杭银消费金融借钱,Mini Program,,,由杭州银行发起，持牌消费金融公司。借钱500元至20000元，分期借款，灵活贷款。为轻享贷官方借钱小程序，资金周转，循环额度。申请成功后，最快60秒放款，全流程在线操作。
wx3e1aa2e234fb76f2,杰优宝在线学习,Mini Program,,,杰优宝在线安全生产学习、练习小程序端
wxcc224c0f5440e92f,杰士邦官方自营商城,Mini Program,,,杰士邦官方商城
wx241f6cdc0fc930fe,杰士锂电池付款平台,Mini Program,,,电池租赁服务用户端，提供租电、换电服务。
wxe5b183287db89986,杰杰瑜伽,Mini Program,,,专为杰会员瑜伽大家族打造小程序！服务好每一位杰会员！
wx5d704dd7784a67f3,杰瑞应用办公,Mini Program,,,企业综合管理平台
wx064cdd2b79aead68,松原公积金,Mini Program,,,松原公积金
wx87eacd0ba6271fea,松原市恒爱大药房,Mini Program,,,松原市恒爱大药房，欢迎您
wxc46bbd49791413bd,松果出行,Mini Program,,,致力满足县城用户全场景出行需求，以实惠的价格、快捷的服务，构建中国县城市场智慧交通的出行网络。
wx7e4ca90c97365682,松果约课瑜伽馆会员管理约课系统,Mini Program,,,【开瑜伽馆，都在用松果约课】专为中小瑜伽馆、普拉提馆，舞蹈馆研发。含会员管理、会员卡、排课约课消课、补约代约、消息通知、统计报表等。操作简洁功能全面，瑜伽馆约课系统，瑜伽约课小程序。
wxac82174ba6eab93d,松果集民宿管家,Mini Program,,,集房源管理、订单处理、客户服务、财务统计于一体的智能化运营平台
wx77bb2ccab9f69953,松熙私募基金,Mini Program,,,上海松熙私募基金管理合伙企业（有限合伙）为持有人提供相关服务
wx5bd3fc5db59d31e1,松鼠Ai学习机家长通,Mini Program,,,松鼠Ai学习机家长管理端，家长可通过该小程序对学习机进行管理，并可查看学生的学习情况。
wxe2e035e7b049adce,松鼠Ai经销商平台,Mini Program,,,智能硬件经销商快捷服务平台
wx8a2eaf19bee55beb,松鼠咖啡角,Mini Program,,,我们是一杯属于年轻人的咖啡，拒绝香精，让咖啡回归本真。
wxdc19a3d41b104b47,松鼠记账,Mini Program,,,简单方便的免费记账软件，永久保存，随时记账，云存储。各种收支，生活消费明明白白，记账让你不再做月光族！
wx57679a99c99c8ea9,极兔客户管家,Mini Program,,,极兔客户管家是专为企业和商家打造的集专属智能客服、运单打印、物流跟踪、售后服务、面单购买等功能为一体的数字化工具，助力商家高质量发货。
wx57f72a3f0cf98f0e,极医堂挂号平台,Mini Program,,,为小程序用户提供预约和咨询服务。
wx09c9365ebb7c0030,极好停车,Mini Program,,,掌上云停车
wxfb19cf17e2c0e866,极客Geek机器人编程,Mini Program,,,沅江市极客科学探索培训有限公司服务小程序
wxda4eeded596dc479,极康麦医疗科技,Mini Program,,,经营主体杭州极康麦医疗科技有限责任公司，线上售卖保健食品、仅展示商品。
